LOGIN_ID,NAME,ANSWER,DESTINATION
ACCOUNT@JENSENTRAVEL.CA,Your bookings derive from,often,Vacation Packages
accounting@destinationvacances.ca,What markets do you focus on,often,South America
accounting@destinationvacances.ca,What markets do you focus on,occasion,Oceania
accounting@destinationvacances.ca,What markets do you focus on,often,Europe
accounting@destinationvacances.ca,What markets do you focus on,occasion,North America
accounting@destinationvacances.ca,What markets do you focus on,occasion,Africa and Middle East
accounting@destinationvacances.ca,What markets do you focus on,often,Caribbean and Mexico
accounting@destinationvacances.ca,What markets do you focus on,occasion,Asia
accounting@destinationvacances.ca,Your bookings derive from,often,Vacation Packages
accounting@destinationvacances.ca,Your bookings derive from,occasion,Ground transportation
accounting@destinationvacances.ca,Your bookings derive from,occasion,Cruises
accounting@destinationvacances.ca,Your bookings derive from,occasion,Hotels
accounting@destinationvacances.ca,Your bookings derive from,often,Air Travel
accounting@escapes.ca,What markets do you focus on,often,North America
accounting@escapes.ca,What markets do you focus on,often,Africa and Middle East
accounting@escapes.ca,What markets do you focus on,often,Caribbean and Mexico
accounting@escapes.ca,What markets do you focus on,often,Asia
accounting@escapes.ca,What markets do you focus on,often,South America
accounting@escapes.ca,What markets do you focus on,often,Oceania
accounting@escapes.ca,What markets do you focus on,often,Europe
accounting@escapes.ca,Your bookings derive from,often,Cruises
accounting@escapes.ca,Your bookings derive from,often,Hotels
accounting@escapes.ca,Your bookings derive from,often,Air Travel
accounting@escapes.ca,Your bookings derive from,often,Vacation Packages
accounting@escapes.ca,Your bookings derive from,often,Ground transportation
accounting@escapes.ca,Your group bookings represent,Most of your bookings,Most of your bookings
accounting@fareconnect.com,What markets do you focus on,often,Europe
accounting@fareconnect.com,What markets do you focus on,often,North America
accounting@fareconnect.com,What markets do you focus on,occasion,Africa and Middle East
accounting@fareconnect.com,What markets do you focus on,often,Caribbean and Mexico
accounting@fareconnect.com,What markets do you focus on,occasion,Asia
accounting@fareconnect.com,What markets do you focus on,occasion,South America
accounting@fareconnect.com,What markets do you focus on,occasion,Oceania
accounting@fareconnect.com,Your bookings derive from,often,Cruises
accounting@fareconnect.com,Your bookings derive from,often,Hotels
accounting@fareconnect.com,Your bookings derive from,often,Air Travel
accounting@fareconnect.com,Your bookings derive from,often,Vacation Packages
accounting@fareconnect.com,Your bookings derive from,occasion,Ground transportation
accounting@fareconnect.com,Your group bookings represent,A good portion of your bookings,A good portion of your bookings
accounting@mctw.ca,What markets do you focus on,occasion,Europe
accounting@mctw.ca,What markets do you focus on,occasion,North America
accounting@mctw.ca,What markets do you focus on,often,Africa and Middle East
accounting@mctw.ca,What markets do you focus on,occasion,Caribbean and Mexico
accounting@mctw.ca,What markets do you focus on,often,Asia
accounting@mctw.ca,What markets do you focus on,occasion,South America
accounting@mctw.ca,What markets do you focus on,never,Oceania
accounting@mctw.ca,Your bookings derive from,often,Air Travel
accounting@mctw.ca,Your bookings derive from,occasion,Vacation Packages
accounting@mctw.ca,Your bookings derive from,never,Ground transportation
accounting@mctw.ca,Your bookings derive from,never,Cruises
accounting@mctw.ca,Your bookings derive from,occasion,Hotels
accounting@outnabouttravel.com,What markets do you focus on,occasion,Africa and Middle East
accounting@outnabouttravel.com,What markets do you focus on,often,Caribbean and Mexico
accounting@outnabouttravel.com,What markets do you focus on,occasion,Asia
accounting@outnabouttravel.com,What markets do you focus on,occasion,South America
accounting@outnabouttravel.com,What markets do you focus on,occasion,Oceania
accounting@outnabouttravel.com,What markets do you focus on,often,Europe
accounting@outnabouttravel.com,What markets do you focus on,often,North America
accounting@outnabouttravel.com,Your bookings derive from,often,Hotels
accounting@outnabouttravel.com,Your bookings derive from,often,Air Travel
accounting@outnabouttravel.com,Your bookings derive from,often,Vacation Packages
accounting@outnabouttravel.com,Your bookings derive from,often,Ground transportation
accounting@outnabouttravel.com,Your bookings derive from,occasion,Cruises
accounting@sarracini.com,What markets do you focus on,often,North America
accounting@sarracini.com,What markets do you focus on,occasion,Asia
accounting@sarracini.com,What markets do you focus on,often,Caribbean and Mexico
accounting@sarracini.com,What markets do you focus on,occasion,Oceania
accounting@sarracini.com,What markets do you focus on,often,Europe
accounting@sarracini.com,What markets do you focus on,occasion,South America
accounting@sarracini.com,What markets do you focus on,occasion,Africa and Middle East
accounting@sarracini.com,Your bookings derive from,occasion,Ground transportation
accounting@sarracini.com,Your bookings derive from,occasion,Cruises
accounting@sarracini.com,Your bookings derive from,occasion,Hotels
accounting@sarracini.com,Your bookings derive from,often,Air Travel
accounting@sarracini.com,Your bookings derive from,often,Vacation Packages
accounting@tpi.ca,What markets do you focus on,often,Caribbean and Mexico
accounting@tpi.ca,What markets do you focus on,occasion,Asia
accounting@tpi.ca,What markets do you focus on,occasion,South America
accounting@tpi.ca,What markets do you focus on,occasion,Oceania
accounting@tpi.ca,What markets do you focus on,often,Europe
accounting@tpi.ca,What markets do you focus on,often,North America
accounting@tpi.ca,What markets do you focus on,occasion,Africa and Middle East
accounting@tpi.ca,Your bookings derive from,often,Hotels
accounting@tpi.ca,Your bookings derive from,often,Air Travel
accounting@tpi.ca,Your bookings derive from,often,Vacation Packages
accounting@tpi.ca,Your bookings derive from,occasion,Ground transportation
accounting@tpi.ca,Your bookings derive from,often,Cruises
accounting@travelourway.com,What markets do you focus on,occasion,Oceania
accounting@travelourway.com,What markets do you focus on,often,Europe
accounting@travelourway.com,What markets do you focus on,often,North America
accounting@travelourway.com,What markets do you focus on,occasion,Africa and Middle East
accounting@travelourway.com,What markets do you focus on,often,Caribbean and Mexico
accounting@travelourway.com,What markets do you focus on,occasion,Asia
accounting@travelourway.com,What markets do you focus on,often,South America
accounting@travelourway.com,Your bookings derive from,often,Cruises
accounting@travelourway.com,Your bookings derive from,often,Hotels
accounting@travelourway.com,Your bookings derive from,often,Air Travel
accounting@travelourway.com,Your bookings derive from,often,Vacation Packages
accounting@travelourway.com,Your bookings derive from,often,Ground transportation
accounting@tripcentral.ca,What markets do you focus on,often,North America
accounting@tripcentral.ca,What markets do you focus on,occasion,Africa and Middle East
accounting@tripcentral.ca,What markets do you focus on,often,Caribbean and Mexico
accounting@tripcentral.ca,What markets do you focus on,occasion,Asia
accounting@tripcentral.ca,What markets do you focus on,occasion,South America
accounting@tripcentral.ca,What markets do you focus on,occasion,Oceania
accounting@tripcentral.ca,What markets do you focus on,often,Europe
accounting@tripcentral.ca,Your bookings derive from,occasion,Ground transportation
accounting@tripcentral.ca,Your bookings derive from,often,Cruises
accounting@tripcentral.ca,Your bookings derive from,occasion,Hotels
accounting@tripcentral.ca,Your bookings derive from,often,Air Travel
accounting@tripcentral.ca,Your bookings derive from,often,Vacation Packages
accounting@tripcentral.ca,Your group bookings represent,A good portion of your bookings,A good portion of your bookings
accountingsov@selloffvacations.com,What markets do you focus on,often,Asia
accountingsov@selloffvacations.com,What markets do you focus on,often,South America
accountingsov@selloffvacations.com,What markets do you focus on,often,Oceania
accountingsov@selloffvacations.com,What markets do you focus on,often,Europe
accountingsov@selloffvacations.com,What markets do you focus on,often,North America
accountingsov@selloffvacations.com,What markets do you focus on,often,Africa and Middle East
accountingsov@selloffvacations.com,What markets do you focus on,often,Caribbean and Mexico
accountingsov@selloffvacations.com,Your bookings derive from,often,Air Travel
accountingsov@selloffvacations.com,Your bookings derive from,often,Vacation Packages
accountingsov@selloffvacations.com,Your bookings derive from,never,Ground transportation
accountingsov@selloffvacations.com,Your bookings derive from,never,Cruises
accountingsov@selloffvacations.com,Your bookings derive from,often,Hotels
accounts@southtravel.ca,What markets do you focus on,never,Caribbean and Mexico
accounts@southtravel.ca,What markets do you focus on,occasion,Asia
accounts@southtravel.ca,What markets do you focus on,occasion,South America
accounts@southtravel.ca,What markets do you focus on,occasion,Oceania
accounts@southtravel.ca,What markets do you focus on,often,Europe
accounts@southtravel.ca,What markets do you focus on,never,North America
accounts@southtravel.ca,What markets do you focus on,often,Africa and Middle East
accounts@southtravel.ca,Your bookings derive from,occasion,Vacation Packages
accounts@southtravel.ca,Your bookings derive from,never,Ground transportation
accounts@southtravel.ca,Your bookings derive from,often,Cruises
accounts@southtravel.ca,Your bookings derive from,never,Hotels
accounts@southtravel.ca,Your bookings derive from,occasion,Air Travel
acct@icttravel.com,What markets do you focus on,occasion,Oceania
acct@icttravel.com,What markets do you focus on,occasion,Europe
acct@icttravel.com,What markets do you focus on,never,North America
acct@icttravel.com,What markets do you focus on,never,Africa and Middle East
acct@icttravel.com,What markets do you focus on,often,Caribbean and Mexico
acct@icttravel.com,What markets do you focus on,never,Asia
acct@icttravel.com,What markets do you focus on,occasion,South America
acct@icttravel.com,Your bookings derive from,often,Cruises
acct@icttravel.com,Your bookings derive from,often,Hotels
acct@icttravel.com,Your bookings derive from,often,Air Travel
acct@icttravel.com,Your bookings derive from,often,Vacation Packages
acct@icttravel.com,Your bookings derive from,occasion,Ground transportation
adevisser@cruiseshipcenters.com,What markets do you focus on,often,Europe
adevisser@cruiseshipcenters.com,What markets do you focus on,often,North America
adevisser@cruiseshipcenters.com,What markets do you focus on,often,Africa and Middle East
adevisser@cruiseshipcenters.com,What markets do you focus on,often,Caribbean and Mexico
adevisser@cruiseshipcenters.com,What markets do you focus on,often,Asia
adevisser@cruiseshipcenters.com,What markets do you focus on,occasion,South America
adevisser@cruiseshipcenters.com,What markets do you focus on,occasion,Oceania
adevisser@cruiseshipcenters.com,Your bookings derive from,often,Cruises
adevisser@cruiseshipcenters.com,Your bookings derive from,occasion,Hotels
adevisser@cruiseshipcenters.com,Your bookings derive from,occasion,Air Travel
adevisser@cruiseshipcenters.com,Your bookings derive from,often,Vacation Packages
adevisser@cruiseshipcenters.com,Your bookings derive from,occasion,Ground transportation
admin@clubaventuresherbrooke.com,What markets do you focus on,often,South America
admin@clubaventuresherbrooke.com,What markets do you focus on,occasion,Oceania
admin@clubaventuresherbrooke.com,What markets do you focus on,often,Europe
admin@clubaventuresherbrooke.com,What markets do you focus on,occasion,North America
admin@clubaventuresherbrooke.com,What markets do you focus on,occasion,Africa and Middle East
admin@clubaventuresherbrooke.com,What markets do you focus on,often,Caribbean and Mexico
admin@clubaventuresherbrooke.com,What markets do you focus on,often,Asia
admin@clubaventuresherbrooke.com,Your bookings derive from,often,Hotels
admin@clubaventuresherbrooke.com,Your bookings derive from,often,Air Travel
admin@clubaventuresherbrooke.com,Your bookings derive from,often,Vacation Packages
admin@clubaventuresherbrooke.com,Your bookings derive from,occasion,Ground transportation
admin@clubaventuresherbrooke.com,Your bookings derive from,occasion,Cruises
admin@clubaventuresherbrooke.com,Your group bookings represent,Most of your bookings,Most of your bookings
admin@gabymsh.ca,What markets do you focus on,often,South America
admin@gabymsh.ca,What markets do you focus on,occasion,Oceania
admin@gabymsh.ca,What markets do you focus on,often,Europe
admin@gabymsh.ca,What markets do you focus on,occasion,North America
admin@gabymsh.ca,What markets do you focus on,occasion,Africa and Middle East
admin@gabymsh.ca,What markets do you focus on,often,Caribbean and Mexico
admin@gabymsh.ca,What markets do you focus on,occasion,Asia
admin@gabymsh.ca,Your bookings derive from,often,Vacation Packages
admin@gabymsh.ca,Your bookings derive from,occasion,Ground transportation
admin@gabymsh.ca,Your bookings derive from,often,Cruises
admin@gabymsh.ca,Your bookings derive from,often,Hotels
admin@gabymsh.ca,Your bookings derive from,often,Air Travel
admin@vacancesinter.com,What markets do you focus on,occasion,Africa and Middle East
admin@vacancesinter.com,What markets do you focus on,often,Caribbean and Mexico
admin@vacancesinter.com,What markets do you focus on,occasion,Asia
admin@vacancesinter.com,What markets do you focus on,occasion,South America
admin@vacancesinter.com,What markets do you focus on,occasion,Oceania
admin@vacancesinter.com,What markets do you focus on,often,Europe
admin@vacancesinter.com,What markets do you focus on,often,North America
admin@vacancesinter.com,Your bookings derive from,occasion,Ground transportation
admin@vacancesinter.com,Your bookings derive from,often,Cruises
admin@vacancesinter.com,Your bookings derive from,often,Hotels
admin@vacancesinter.com,Your bookings derive from,often,Air Travel
admin@vacancesinter.com,Your bookings derive from,often,Vacation Packages
admin@vacancesinter.com,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
admin@vascodeseskers.com,What markets do you focus on,occasion,Oceania
admin@vascodeseskers.com,What markets do you focus on,often,Europe
admin@vascodeseskers.com,What markets do you focus on,occasion,North America
admin@vascodeseskers.com,What markets do you focus on,never,Africa and Middle East
admin@vascodeseskers.com,What markets do you focus on,often,Caribbean and Mexico
admin@vascodeseskers.com,What markets do you focus on,never,Asia
admin@vascodeseskers.com,What markets do you focus on,occasion,South America
admin@vascodeseskers.com,Your bookings derive from,often,Vacation Packages
admin@vascodeseskers.com,Your bookings derive from,often,Ground transportation
admin@vascodeseskers.com,Your bookings derive from,often,Cruises
admin@vascodeseskers.com,Your bookings derive from,often,Hotels
admin@vascodeseskers.com,Your bookings derive from,often,Air Travel
admin@vascodeseskers.com,Your group bookings represent,A good portion of your bookings,A good portion of your bookings
administration@airport2000.ca,What markets do you focus on,occasion,Europe
administration@airport2000.ca,What markets do you focus on,often,North America
administration@airport2000.ca,What markets do you focus on,occasion,Africa and Middle East
administration@airport2000.ca,What markets do you focus on,occasion,Caribbean and Mexico
administration@airport2000.ca,What markets do you focus on,never,Asia
administration@airport2000.ca,What markets do you focus on,often,South America
administration@airport2000.ca,What markets do you focus on,never,Oceania
administration@airport2000.ca,Your bookings derive from,often,Cruises
administration@airport2000.ca,Your bookings derive from,occasion,Hotels
administration@airport2000.ca,Your bookings derive from,often,Air Travel
administration@airport2000.ca,Your bookings derive from,often,Vacation Packages
administration@airport2000.ca,Your bookings derive from,never,Ground transportation
administration@airport2000.ca,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
administration@voyage-essence-ciel.com,What markets do you focus on,often,South America
administration@voyage-essence-ciel.com,What markets do you focus on,never,Oceania
administration@voyage-essence-ciel.com,What markets do you focus on,often,Europe
administration@voyage-essence-ciel.com,What markets do you focus on,often,North America
administration@voyage-essence-ciel.com,What markets do you focus on,never,Africa and Middle East
administration@voyage-essence-ciel.com,What markets do you focus on,often,Caribbean and Mexico
administration@voyage-essence-ciel.com,What markets do you focus on,occasion,Asia
administration@voyage-essence-ciel.com,Your bookings derive from,occasion,Ground transportation
administration@voyage-essence-ciel.com,Your bookings derive from,often,Cruises
administration@voyage-essence-ciel.com,Your bookings derive from,often,Hotels
administration@voyage-essence-ciel.com,Your bookings derive from,often,Air Travel
administration@voyage-essence-ciel.com,Your bookings derive from,often,Vacation Packages
adp@travelpoint.ca,What markets do you focus on,never,Asia
adp@travelpoint.ca,What markets do you focus on,occasion,South America
adp@travelpoint.ca,What markets do you focus on,never,Oceania
adp@travelpoint.ca,What markets do you focus on,occasion,Europe
adp@travelpoint.ca,What markets do you focus on,occasion,North America
adp@travelpoint.ca,What markets do you focus on,never,Africa and Middle East
adp@travelpoint.ca,What markets do you focus on,occasion,Caribbean and Mexico
adp@travelpoint.ca,Your bookings derive from,occasion,Air Travel
adp@travelpoint.ca,Your bookings derive from,occasion,Vacation Packages
adp@travelpoint.ca,Your bookings derive from,occasion,Ground transportation
adp@travelpoint.ca,Your bookings derive from,occasion,Cruises
adp@travelpoint.ca,Your bookings derive from,occasion,Hotels
adp@travelpoint.ca,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
agence.less-go@cgocable.ca,What markets do you focus on,occasion,Europe
agence.less-go@cgocable.ca,What markets do you focus on,often,North America
agence.less-go@cgocable.ca,What markets do you focus on,occasion,Africa and Middle East
agence.less-go@cgocable.ca,What markets do you focus on,often,Caribbean and Mexico
agence.less-go@cgocable.ca,What markets do you focus on,occasion,Asia
agence.less-go@cgocable.ca,What markets do you focus on,often,South America
agence.less-go@cgocable.ca,What markets do you focus on,occasion,Oceania
agence.less-go@cgocable.ca,Your bookings derive from,often,Cruises
agence.less-go@cgocable.ca,Your bookings derive from,occasion,Hotels
agence.less-go@cgocable.ca,Your bookings derive from,occasion,Air Travel
agence.less-go@cgocable.ca,Your bookings derive from,often,Vacation Packages
agence.less-go@cgocable.ca,Your bookings derive from,never,Ground transportation
agence.less-go@cgocable.ca,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
agnes@queensyrena.com,What markets do you focus on,occasion,North America
agnes@queensyrena.com,What markets do you focus on,occasion,Africa and Middle East
agnes@queensyrena.com,What markets do you focus on,occasion,Caribbean and Mexico
agnes@queensyrena.com,What markets do you focus on,occasion,Asia
agnes@queensyrena.com,What markets do you focus on,occasion,South America
agnes@queensyrena.com,What markets do you focus on,occasion,Oceania
agnes@queensyrena.com,What markets do you focus on,often,Europe
agnes@queensyrena.com,Your bookings derive from,often,Air Travel
agnes@queensyrena.com,Your bookings derive from,often,Vacation Packages
agnes@queensyrena.com,Your bookings derive from,never,Ground transportation
agnes@queensyrena.com,Your bookings derive from,occasion,Cruises
agnes@queensyrena.com,Your bookings derive from,occasion,Hotels
agnes@queensyrena.com,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
allways@allwaystravel.ca,What markets do you focus on,often,Caribbean and Mexico
allways@allwaystravel.ca,What markets do you focus on,never,Asia
allways@allwaystravel.ca,What markets do you focus on,occasion,South America
allways@allwaystravel.ca,What markets do you focus on,never,Oceania
allways@allwaystravel.ca,What markets do you focus on,occasion,Europe
allways@allwaystravel.ca,What markets do you focus on,often,North America
allways@allwaystravel.ca,What markets do you focus on,occasion,Africa and Middle East
allways@allwaystravel.ca,Your bookings derive from,often,Air Travel
allways@allwaystravel.ca,Your bookings derive from,often,Vacation Packages
allways@allwaystravel.ca,Your bookings derive from,occasion,Ground transportation
allways@allwaystravel.ca,Your bookings derive from,often,Cruises
allways@allwaystravel.ca,Your bookings derive from,often,Hotels
am@stationvacances.ca,What markets do you focus on,often,Caribbean and Mexico
am@stationvacances.ca,What markets do you focus on,occasion,Asia
am@stationvacances.ca,What markets do you focus on,often,South America
am@stationvacances.ca,What markets do you focus on,occasion,Oceania
am@stationvacances.ca,What markets do you focus on,often,Europe
am@stationvacances.ca,What markets do you focus on,often,North America
am@stationvacances.ca,What markets do you focus on,occasion,Africa and Middle East
am@stationvacances.ca,Your bookings derive from,often,Vacation Packages
am@stationvacances.ca,Your bookings derive from,occasion,Ground transportation
am@stationvacances.ca,Your bookings derive from,often,Cruises
am@stationvacances.ca,Your bookings derive from,often,Hotels
am@stationvacances.ca,Your bookings derive from,often,Air Travel
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,often,Oceania
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,often,Europe
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,often,North America
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,occasion,Africa and Middle East
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,often,Caribbean and Mexico
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,occasion,Asia
AMA.TravelFinance@ama.ab.ca,What markets do you focus on,often,South America
AMA.TravelFinance@ama.ab.ca,Your bookings derive from,often,Cruises
AMA.TravelFinance@ama.ab.ca,Your bookings derive from,often,Hotels
AMA.TravelFinance@ama.ab.ca,Your bookings derive from,often,Air Travel
AMA.TravelFinance@ama.ab.ca,Your bookings derive from,often,Vacation Packages
AMA.TravelFinance@ama.ab.ca,Your bookings derive from,often,Ground transportation
amy@estartravel.ca,What markets do you focus on,often,Caribbean and Mexico
amy@estartravel.ca,What markets do you focus on,often,Asia
amy@estartravel.ca,What markets do you focus on,often,South America
amy@estartravel.ca,What markets do you focus on,occasion,Oceania
amy@estartravel.ca,What markets do you focus on,often,Europe
amy@estartravel.ca,What markets do you focus on,often,North America
amy@estartravel.ca,What markets do you focus on,occasion,Africa and Middle East
amy@estartravel.ca,Your bookings derive from,often,Hotels
amy@estartravel.ca,Your bookings derive from,often,Air Travel
amy@estartravel.ca,Your bookings derive from,often,Vacation Packages
amy@estartravel.ca,Your bookings derive from,often,Ground transportation
amy@estartravel.ca,Your bookings derive from,often,Cruises
anche@kemptravel.ca,What markets do you focus on,often,Asia
anche@kemptravel.ca,What markets do you focus on,often,South America
anche@kemptravel.ca,What markets do you focus on,often,Oceania
anche@kemptravel.ca,What markets do you focus on,often,Europe
anche@kemptravel.ca,What markets do you focus on,often,North America
anche@kemptravel.ca,What markets do you focus on,often,Africa and Middle East
anche@kemptravel.ca,What markets do you focus on,often,Caribbean and Mexico
anche@kemptravel.ca,Your bookings derive from,often,Cruises
anche@kemptravel.ca,Your bookings derive from,often,Hotels
anche@kemptravel.ca,Your bookings derive from,often,Air Travel
anche@kemptravel.ca,Your bookings derive from,often,Vacation Packages
anche@kemptravel.ca,Your bookings derive from,often,Ground transportation
andy@tianbaotravel.com,What markets do you focus on,often,Caribbean and Mexico
andy@tianbaotravel.com,What markets do you focus on,often,Asia
andy@tianbaotravel.com,What markets do you focus on,occasion,South America
andy@tianbaotravel.com,What markets do you focus on,never,Oceania
andy@tianbaotravel.com,What markets do you focus on,often,Europe
andy@tianbaotravel.com,What markets do you focus on,often,North America
andy@tianbaotravel.com,What markets do you focus on,never,Africa and Middle East
andy@tianbaotravel.com,Your bookings derive from,occasion,Hotels
andy@tianbaotravel.com,Your bookings derive from,often,Air Travel
andy@tianbaotravel.com,Your bookings derive from,often,Vacation Packages
andy@tianbaotravel.com,Your bookings derive from,occasion,Ground transportation
andy@tianbaotravel.com,Your bookings derive from,often,Cruises
anita@kaleidoscopetravel.ca,What markets do you focus on,often,Europe
anita@kaleidoscopetravel.ca,What markets do you focus on,occasion,North America
anita@kaleidoscopetravel.ca,What markets do you focus on,occasion,Africa and Middle East
anita@kaleidoscopetravel.ca,What markets do you focus on,often,Caribbean and Mexico
anita@kaleidoscopetravel.ca,What markets do you focus on,occasion,Asia
anita@kaleidoscopetravel.ca,What markets do you focus on,often,South America
anita@kaleidoscopetravel.ca,What markets do you focus on,occasion,Oceania
anita@kaleidoscopetravel.ca,Your bookings derive from,often,Cruises
anita@kaleidoscopetravel.ca,Your bookings derive from,often,Hotels
anita@kaleidoscopetravel.ca,Your bookings derive from,often,Air Travel
anita@kaleidoscopetravel.ca,Your bookings derive from,often,Vacation Packages
anita@kaleidoscopetravel.ca,Your bookings derive from,occasion,Ground transportation
anita@kaleidoscopetravel.ca,Your group bookings represent,A good portion of your bookings,A good portion of your bookings
anita@voyageslevillage.com,What markets do you focus on,occasion,Europe
anita@voyageslevillage.com,What markets do you focus on,often,North America
anita@voyageslevillage.com,What markets do you focus on,occasion,Africa and Middle East
anita@voyageslevillage.com,What markets do you focus on,often,Caribbean and Mexico
anita@voyageslevillage.com,What markets do you focus on,occasion,Asia
anita@voyageslevillage.com,What markets do you focus on,occasion,South America
anita@voyageslevillage.com,What markets do you focus on,occasion,Oceania
anita@voyageslevillage.com,Your bookings derive from,occasion,Cruises
anita@voyageslevillage.com,Your bookings derive from,occasion,Hotels
anita@voyageslevillage.com,Your bookings derive from,often,Air Travel
anita@voyageslevillage.com,Your bookings derive from,often,Vacation Packages
anita@voyageslevillage.com,Your bookings derive from,occasion,Ground transportation
anitab@bellnet.ca,What markets do you focus on,occasion,North America
anitab@bellnet.ca,What markets do you focus on,never,Africa and Middle East
anitab@bellnet.ca,What markets do you focus on,often,Caribbean and Mexico
anitab@bellnet.ca,What markets do you focus on,occasion,Asia
anitab@bellnet.ca,What markets do you focus on,often,South America
anitab@bellnet.ca,What markets do you focus on,never,Oceania
anitab@bellnet.ca,What markets do you focus on,often,Europe
anitab@bellnet.ca,Your bookings derive from,often,Air Travel
anitab@bellnet.ca,Your bookings derive from,often,Vacation Packages
anitab@bellnet.ca,Your bookings derive from,often,Ground transportation
anitab@bellnet.ca,Your bookings derive from,often,Cruises
anitab@bellnet.ca,Your bookings derive from,often,Hotels
anitab@bellnet.ca,Your group bookings represent,Only a small number of your bookings,Only a small number of your bookings
ann@voyagesoleillevant.com,What markets do you focus on,occasion,Asia
ann@voyagesoleillevant.com,What markets do you focus on,often,South America
ann@voyagesoleillevant.com,What markets do you focus on,occasion,Oceania
ann@voyagesoleillevant.com,What markets do you focus on,often,Europe
ann@voyagesoleillevant.com,What markets do you focus on,often,North America
ann@voyagesoleillevant.com,What markets do you focus on,occasion,Africa and Middle East
ann@voyagesoleillevant.com,What markets do you focus on,often,Caribbean and Mexico
ann@voyagesoleillevant.com,Your bookings derive from,often,Ground transportation
ann@voyagesoleillevant.com,Your bookings derive from,often,Cruises
ann@voyagesoleillevant.com,Your bookings derive from,often,Hotels
ann@voyagesoleillevant.com,Your bookings derive from,often,Air Travel
ann@voyagesoleillevant.com,Your bookings derive from,often,Vacation Packages
anna@voyagesheritage.com,What markets do you focus on,occasion,North America
anna@voyagesheritage.com,What markets do you focus on,never,Africa and Middle East
